industry,company,city,state,country,lat,lng,mat_paid,mat_unpaid,pat_paid,pat_unpaid,rating,treatedFairly,wouldRecommend,match401k,childcare,flextime,healthcare,vacationAllowance,balance,culture,flexibility,hours,policies
Industrial,Kiewit,Omaha,Nebraska,USA,41.2523634,-95.9979883,10,6,-5,-5,4,0,50,null,null,null,null,,0,100,3,3,0
Media,Time Warner Inc.,New York,New York,USA,40.7127753,-74.0059728,6,4,-5,-5,4,50,50,null,null,null,null,,0,0,3,3,50
Healthcare,"Zimmer Biomet Holdings, Inc.",Warsaw,Indiana,USA,41.2381,-85.8530469,2,-5,2,-5,4,67,67,null,null,null,null,2,0,67,3,3,33
Retail,Barneys New York,New York,New York,USA,40.7127753,-74.0059728,6,16,-5,-5,4,100,100,null,null,TRUE,null,,0,100,3,3,0
Legal Services,Cooley LLP,Palo Alto,California,USA,37.4418834,-122.1430195,18,-5,10,-5,4,100,100,null,null,null,FALSE,4,0,100,4,3,100
Technology,Garmin,Canton of Schaffhausen,,Switzerland,47.6799541,8.3602197,6,6,-5,-5,4,100,50,null,null,null,null,,0,100,4,4,100
Hospitality,Popeyes Louisiana Kitchen,Atlanta,Georgia,USA,33.7489954,-84.3879824,0,12,-5,-5,4,50,50,null,null,null,null,,0,100,4,3,0
Technology,Squarespace,New York,New York,USA,40.7127753,-74.0059728,18,-5,12,-5,4,50,50,null,FALSE,null,#VALUE!,52,0,50,4,4,100
Financial Services,T. Rowe Price,Baltimore,Maryland,USA,39.2903848,-76.6121893,12,-5,-5,-5,4,80,80,null,null,null,null,2,0,50,3,3,50
Advertising and Creative Services,Merkle,Columbia,Maryland,USA,39.2037144,-76.8610462,10,6,-5,-5,4,0,100,null,null,null,null,,0,100,4,3,0
Natural Resources,NiSource,Merrillville,Indiana,USA,41.4828144,-87.3328139,6,6,0,0,4,0,100,null,null,null,null,,0,0,4,3,0
Technology,PayScale,Seattle,Washington,USA,47.6062095,-122.3320708,2,-5,2,-5,4,100,100,null,null,null,null,,0,100,4,4,100
Technology,Sungard Availability Services,Wayne,Pennsylvania,USA,40.0415996,-75.3698895,6,6,-5,-5,4,0,100,null,null,null,null,,0,100,2,4,0
Technology,Intercom,San Francisco,California,USA,37.7749295,-122.4194155,-5,-5,6,-5,4,0,100,null,null,TRUE,null,6,0,33,5,4,33
Legal Services,Cleary Gottlieb Steen & Hamilton LLP,New York,New York,USA,40.7127753,-74.0059728,18,-5,-5,-5,4,83,67,null,null,null,null,4,0,50,2,3,50
Financial Services,Northern Trust,Chicago,Illinois,USA,41.8781136,-87.6297982,7,-5,3,-5,4,100,100,null,null,null,null,2.,0,80,4,3,40
Financial Services,TD Ameritrade,Omaha,Nebraska,USA,41.2523634,-95.9979883,6,12,-5,-5,4,67,67,null,null,null,null,,0,50,3,3,0
Pharmaceutical,Valeant,Laval,Quebec,Canada,45.6066487,-73.712409,6,6,-5,-5,4,100,100,null,null,TRUE,TRUE,,0,100,4,3,0
Financial Services,"SunTrust Banks, Inc.",Atlanta,Georgia,USA,33.7489954,-84.3879824,16,12,6,-5,4,50,75,null,FALSE,null,null,,0,33,4,3,67
Technology,Ellucian,Reston,Virginia,USA,38.9586307,-77.3570028,8,4,2,-5,4,67,67,null,FALSE,null,null,,0,100,5,4,100
"Defense, Air, & Space",MIT Lincoln Laboratory,Cambridge,Massachusetts,USA,42.3736158,-71.1097335,8,4,-5,1,4,50,75,TRUE,null,null,TRUE,3,0,25,4,3,25
Natural Resources,Maersk Group,Copenhagen,,Denmark,55.6760968,12.5683372,15,0,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,,0,50,4,3,100
Publishing & Printing,Scholastic,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,4,83,67,null,null,null,null,,0,50,4,3,100
Technology,Dell,Round Rock,Texas,USA,30.5082551,-97.678896,6,7,-5,-5,4,62,77,TRUE,null,null,null,3.,7,66,4,4,41
Publishing & Printing,American City Business Journals,Charlotte,North Carolina,USA,35.2270869,-80.8431267,6,6,-5,-5,4,100,100,TRUE,null,null,FALSE,,12,12,,null,12
Technology,Ericsson,Stockholm,Sweden,Sweden,59.3293235,18.0685808,16,2,2,-5,4,65,73,null,FALSE,null,null,,12,74,4,4,62
Publishing & Printing,Haymarket Media Group,London,,United Kingdom,51.5073509,-0.1277583,3,-5,-5,-5,4,100,50,null,null,TRUE,null,3,12,12,,null,12
Accounting Services,Berntson Porter & Company,Bellevue,Washington,USA,47.6101497,-122.2015159,-5,12,-5,-5,4,100,100,null,null,null,null,9,12,12,,null,12
Publishing & Printing,W.W. Norton & Company,New York,New York,USA,40.7127753,-74.0059728,-5,-5,4,-5,4,50,50,null,null,null,FALSE,4,12,12,,null,12
Technology,Equinix Inc,Redwood City,California,USA,37.4852152,-122.2363548,1,-5,-5,-5,4,0,100,TRUE,null,null,TRUE,3,15,15,,null,15
Consumer Goods,Johnson & Johnson,New Brunswick,New Jersey,USA,40.4862157,-74.4518188,16,-5,8,-5,4,68,84,TRUE,null,null,TRUE,2,15,85,4,4,85
Technology,Ex Libris Group,Jerusalem,,Israel,31.768319,35.21371,-5,12,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,2,15,15,,null,15
Technology,Texas Instruments Incorporated,Dallas,Texas,USA,32.7766642,-96.7969879,8,-5,2,-5,4,100,100,TRUE,null,null,TRUE,3,15,15,,null,15
Technology,Rocana,San Francisco,California,USA,37.7749295,-122.4194155,8,-5,8,8,4,100,100,TRUE,null,TRUE,TRUE,,15,15,,null,15
Technology,GlobalFoundries,Milpitas,California,USA,37.4323341,-121.8995741,6,6,-5,-5,4,100,100,TRUE,null,null,FALSE,3 ,15,15,,null,15
Technology,Schoolzilla,Oaklad,California,USA,37.8043637,-122.2711137,1,-5,-5,-5,4,100,50,TRUE,null,null,FALSE,1,15,15,,null,15
Technology,Evergage,Sommerville,Massachusetts,USA,42.3875968,-71.0994968,4,-5,-5,-5,4,100,100,FALSE,null,TRUE,FALSE,4,15,15,,null,15
Technology,About.com,New York,New York,USA,40.7127753,-74.0059728,6,-5,6,-5,4,0,100,FALSE,null,null,FALSE,,15,15,,null,15
Technology,GovDelivery,Saint Paul,Minnesota,USA,44.9537029,-93.0899578,4,8,-5,-5,4,0,100,null,null,null,null,,15,15,,null,15
Technology,Western Digital Corporation,San Jose,California,USA,37.3382082,-121.8863286,0,12,-5,-5,4,100,100,null,null,null,null,,15,15,,null,15
Technology,CSG International,Englewood,Colorado,USA,39.6477653,-104.9877597,16,-5,-5,-5,4,100,100,null,null,TRUE,null,16,15,15,,null,15
Technology,thoughtbot,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,-5,-5,-5,4,100,100,null,null,TRUE,null,8,15,15,,null,15
Technology,Ariba,Sunnyvale,California,USA,37.36883,-122.0363496,12,-5,-5,-5,4,100,100,null,null,null,null,3,15,15,,null,15
Technology,VideoBlocks,Arlington,Virginia,USA,38.8816208,-77.0909809,-5,52,-5,-5,4,0,100,null,null,null,null,52,15,15,,null,15
Technology,Acquia,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,4,0,100,null,null,null,null,52,15,15,,null,15
Technology,Mixpanel,San Francisco,California,USA,37.7749295,-122.4194155,17,-5,-5,-5,4,100,100,null,null,null,FALSE,17,15,15,,null,15
Technology,SanDisk,Milpitas,California,USA,37.4323341,-121.8995741,3,12,-5,-5,4,43,57,null,null,null,null,,15,15,,null,15
Technology,Convergys,Cincinnati,Ohio,USA,39.1031182,-84.5120196,12,-5,-5,-5,4,100,100,null,null,null,null,1,15,15,,null,15
Technology,Druva,Sunnyvale,California,USA,37.36883,-122.0363496,0,12,6,6,4,0,100,null,null,null,null,,15,15,,null,15
Technology,Advent Software,San Francisco,California,USA,37.7749295,-122.4194155,2,11,-5,-5,4,100,100,null,null,null,null,,15,15,,null,15
Technology,Coupa,San Mateo,California,USA,37.5629917,-122.3255254,1,10,-5,-5,4,0,100,null,null,null,null,,15,15,,null,15
Technology,CapTech Consulting,Richmond,Virginia,USA,37.5407246,-77.4360481,7,5,-5,-5,4,100,100,null,null,null,null,,15,15,,null,15
Technology,Bottle Rocket LLC,Addison,Texas,USA,32.96179,-96.8291685,6,6,-5,-5,4,100,100,TRUE,null,null,TRUE,,15,15,,null,15
Information Services,Fitch Ratings,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,4,100,100,null,null,null,null,,16,16,,null,16
Information Services,NASDAQ,New York,New York,USA,40.7127753,-74.0059728,10,-5,1,-5,4,100,100,null,null,null,null,3,16,16,,null,16
Advertising and Creative Services,Sterling Brands,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,4,100,100,null,null,null,null,2.,16,16,,null,16
Advertising and Creative Services,Velir,Somerville,Massachusetts,USA,42.3875968,-71.0994968,16,-5,-5,-5,4,100,100,null,null,TRUE,null,16,16,16,,null,16
Advertising and Creative Services,72andsunny,Los Angeles,California,USA,34.0522342,-118.2436849,24,-5,4,-5,4,50,50,null,null,null,TRUE,,16,16,,null,16
Advertising and Creative Services,Leo Burnett U.S.,Chicago,Illinois,USA,41.8781136,-87.6297982,10,-5,2,-5,4,100,100,null,null,null,null,,16,16,,null,16
Real Estate,Madison International Realty,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,4,100,100,TRUE,null,null,FALSE,,18,18,,null,18
Other,1-800-GOT-JUNK?,Vancouver,British Columbia,Canada,49.2827291,-123.1207375,5,-5,-5,-5,4,0,100,null,null,null,null,5,18,18,,null,18
Real Estate,Redfin,Seattle,Washington,USA,47.6062095,-122.3320708,6,10,-5,-5,4,100,100,null,null,null,null,,18,18,,null,18
Colleges & Universities,Vanderbilt University,Nashville,Tennessee,USA,36.1626638,-86.7816016,6,6,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,,20,20,,null,20
Consumer Goods,Weight Watchers,New York,New York,USA,40.7127753,-74.0059728,10,2,-5,-5,4,75,75,TRUE,null,TRUE,TRUE,,20,20,,null,20
Colleges & Universities,Princeton University,Princeton,New Jersey,USA,40.3572976,-74.6672226,7,6,-5,-5,4,50,50,TRUE,null,TRUE,TRUE,,20,20,,null,20
Pharmaceutical,Novo Nordisk,Bagsværd,Denmark,USA,55.7611417,12.4502335,6,12,1,-5,4,100,100,TRUE,null,null,TRUE,3.,20,20,,null,20
Consumer Goods,Pernod Ricard,Paris,,France,48.856614,2.3522219,12,-5,-5,-5,4,100,100,TRUE,null,FALSE,TRUE,12,20,20,,null,20
Consumer Goods,SC Johnson,Racine,Wisconsin,USA,42.7261309,-87.7828523,8,-5,2,-5,4,0,100,TRUE,TRUE,TRUE,TRUE,3,20,20,,null,20
Educational Services,Fairfax County Public Schools,Falls Church,Virginia,USA,38.882334,-77.1710914,0,6,-5,-5,4,100,100,TRUE,null,null,FALSE,,20,20,,null,20
Consumer Goods,Diageo,London,,United Kingdom,51.5073509,-0.1277583,10,6,4,-5,4,50,50,FALSE,null,null,TRUE,3,20,20,,null,20
Colleges & Universities,Saint Michael's College,Colcheter,Vermont,USA,44.5439375,-73.1479068,10,2,-5,-5,4,100,100,null,null,null,null,,20,20,,null,20
Consumer Goods,Newly Weds Foods,Chicago,Illinois,USA,41.8781136,-87.6297982,8,4,-5,-5,4,0,100,null,null,null,TRUE,,20,20,,null,20
Colleges & Universities,DePaul University,Chicago,Illinois,USA,41.8781136,-87.6297982,0,12,-5,-5,4,50,50,null,null,null,null,,20,20,,null,20
Educational Services,Follett Corporation,Westchester,Illinois,USA,41.8498339,-87.8806738,0,12,-5,-5,4,0,100,null,null,null,null,,20,20,,null,20
Colleges & Universities,Johns Hopkins University,Baltimore,Maryland,USA,39.2903848,-76.6121893,12,6,0,-5,4,100,67,null,TRUE,null,null,2 ,20,20,,null,20
Colleges & Universities,University of Tulsa,Tulsa,Oklahoma,USA,36.1539816,-95.992775,0,6,-5,-5,4,100,100,null,null,FALSE,null,,20,20,,null,20
Colleges & Universities,St. Bonaventure University,Allegany,New York,USA,42.0900647,-78.4941887,6,6,-5,-5,4,0,100,null,null,FALSE,null,,20,20,,null,20
Colleges & Universities,Capella University,Minneapolis,Minnesota,USA,44.977753,-93.2650108,8,4,-5,-5,4,100,100,null,null,null,null,,20,20,,null,20
Consumer Goods,Snyder's-Lance,Charlotte,North Carolina,USA,35.2270869,-80.8431267,4,-5,4,4,4,0,100,null,null,TRUE,null,,20,20,,null,20
Consumer Goods,Leprino Foods,Denver,Colorado,USA,39.7392358,-104.990251,0,12,0,0,4,0,100,null,null,null,null,2.,20,20,,null,20
Colleges & Universities,University of Dayton,Dayton,Ohio,USA,39.7589478,-84.1916069,0,12,-5,-5,4,100,100,null,null,null,null,,20,20,,null,20
Colleges & Universities,Texas Christian University,Fort Worth,Texas,USA,32.7554883,-97.3307658,-5,12,-5,-5,4,100,100,null,null,null,null,4,20,20,,null,20
Financial Services,Oppenheimer Holdings,New York,New York,USA,40.7127753,-74.0059728,12,0,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,,21,21,,null,21
Financial Services,Suntrust Robinson Humphrey,Atlanta,Georgia,USA,33.7489954,-84.3879824,16,12,-5,-5,4,100,100,TRUE,TRUE,TRUE,TRUE,,21,21,,null,21
Financial Services,Oaktree Capital Management,Los Angeles,California,USA,34.0522342,-118.2436849,12,-5,-5,-5,4,0,100,TRUE,null,null,TRUE,12,21,21,,null,21
Financial Services,Western Union,Englewood,Colorado,USA,39.6477653,-104.9877597,12,12,-5,-5,4,0,100,TRUE,null,TRUE,TRUE,,21,21,,null,21
Financial Services,Fannie Mae,Washington,DC,USA,38.9071923,-77.0368707,12,12,-5,-5,4,100,100,TRUE,null,null,null,3 ,21,21,,null,21
Financial Services,Capstone Partners LLC,Los Angeles,California,USA,34.0522342,-118.2436849,8,1,-5,-5,4,0,100,null,null,null,TRUE,,21,21,,null,21
Financial Services,Robert Baird & Co.,Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,8,-5,-5,-5,4,100,100,null,null,null,null,3,21,21,,null,21
Hospitality,KFC,Louisville,Kentucky,USA,38.2526647,-85.7584557,-5,6,-5,-5,4,100,100,null,null,TRUE,TRUE,1,21,21,,null,21
Financial Services,"Marsh & McLennan Companies, Inc.",New York,New York,USA,40.7127753,-74.0059728,8,12,8,12,4,67,67,null,null,null,null,,21,21,,null,21
Financial Services,Franklin Templeton Investments,San Mateo,California,USA,37.5629917,-122.3255254,8,4,8,4,4,100,100,null,null,null,TRUE,,21,21,,null,21
Financial Services,RMB Capital Management,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,4,-5,4,0,100,null,null,null,null,,21,21,,null,21
Financial Services,Perry Capital,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,4,100,100,null,null,TRUE,null,12,21,21,,null,21
Hospitality,Sunday River Skiway,Bethel Village,Mayne,USA,44.4044586,-70.7898806,4,4,-5,-5,4,0,100,null,null,TRUE,null,,21,21,,null,21
Financial Services,GCM Grosvenor,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,-5,-5,4,100,50,null,null,null,null,12,21,21,,null,21
Financial Services,CFA Institute,Charlottesville,Virginia,USA,38.0293059,-78.4766781,8,-5,-5,-5,4,100,100,null,null,null,null,2.,21,21,,null,21
Insurance,QBE Insurance,Sydney,,Australia,-33.8688197,151.2092955,6,-5,6,-5,4,0,50,TRUE,null,TRUE,TRUE,,22,22,,null,22
Media,Community Impact Newspaper,Pflugerville,Texas,USA,30.4548451,-97.6222665,0,12,-5,-5,4,100,100,TRUE,null,null,FALSE,,22,22,,null,22
"Defense, Air, & Space",Sikorsky,Stratford,Connecticut,USA,41.1845415,-73.1331651,6,-5,-5,-5,4,100,100,null,null,FALSE,null,2,22,22,,null,22
Insurance,John Hancock,Boston,Massachusetts,USA,42.3600825,-71.0588801,6,12,-5,-5,4,50,50,null,null,null,null,,22,22,,null,22
Insurance,CNA Financial,Chicago,Illinois,USA,41.8781136,-87.6297982,5,6,-5,-5,4,50,100,null,null,null,null,,22,22,,null,22
Media,News Corp.,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,-5,4,100,100,null,null,null,null,2,22,22,,null,22
Insurance,The American Council of Life Insurers,Washington,DC,USA,38.9071923,-77.0368707,0,24,0,-5,4,0,100,null,null,TRUE,null,,22,22,,null,22
Other,The Bridgespan Group,Boston,Massachusetts,USA,42.3600825,-71.0588801,-5,-5,12,-5,4,100,100,null,null,TRUE,null,12,23,23,,null,23
Telecommunications,TracFone Wireless,Miami,Florida,USA,25.7616798,-80.1917902,6,-5,-5,-5,4,0,100,null,null,null,null,2,23,23,,null,23
Healthcare,Children's Healthcare of Atlanta,Atlanta,Georgia,USA,33.7489954,-84.3879824,1,6,1,-5,4,100,100,TRUE,null,null,TRUE,3,24,24,,null,24
Healthcare,Advocate Health Care,Downers Grove,Illinois,USA,41.8089191,-88.0111746,-5,12,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,4,24,24,,null,24
Healthcare,AdvantageCare Physicians,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,4,100,100,TRUE,null,null,TRUE,4,24,24,,null,24
Healthcare,Fountain Valley Regional Hospital,Fountain Valley,California,USA,33.7090212,-117.9544069,12,0,-5,-5,4,100,100,TRUE,null,null,FALSE,,24,24,,null,24
Healthcare,Boston Medical Center,Boston,Massachusetts,USA,42.3600825,-71.0588801,12,-5,-5,-5,4,100,100,TRUE,null,null,FALSE,12,24,24,,null,24
Healthcare,Beth Israel Deaconess Medical Center,New York,New York,USA,40.7127753,-74.0059728,0,12,-5,-5,4,,,TRUE,null,null,FALSE,,24,24,,null,24
Healthcare,Steward Healthcare,Boston,Massachusetts,USA,42.3600825,-71.0588801,0,12,-5,-5,4,100,100,TRUE,null,null,FALSE,,24,24,,null,24
Consulting Services,Oliver Wyman,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,4,100,100,null,null,null,null,,24,24,,null,24
Healthcare,Bard Medical,New Providence,New Jersey,USA,40.6984348,-74.4015405,6,5,-5,-5,4,0,100,null,null,TRUE,TRUE,,24,24,,null,24
Healthcare,Advanced Bionics Corporation,Santa Clarita,California,USA,34.3916641,-118.542586,0,12,-5,-5,4,0,100,null,null,FALSE,null,,24,24,,null,24
Healthcare,Northeast Georgia Health System,Gainesville,Georgia,USA,34.2978794,-83.8240663,0,12,0,-5,4,100,100,null,null,TRUE,null,3,24,24,,null,24
Healthcare,TriHealth,Cincinnati,Ohio,USA,39.1031182,-84.5120196,6,-5,0,-5,4,100,100,null,null,null,null,,24,24,,null,24
Consulting Services,"ScottMadden, Inc.",Raleigh,North Carolina,USA,35.7795897,-78.6381787,10,-5,-5,-5,4,100,100,null,null,TRUE,null,10,24,24,,null,24
Healthcare,Sinai Health System,Chicago,Illinois,USA,41.8781136,-87.6297982,4,8,-5,-5,4,100,100,null,null,null,FALSE,,24,24,,null,24
Consulting Services,Technomic Inc.,Chicago,Illinois,USA,41.8781136,-87.6297982,12,-5,-5,-5,4,100,100,null,null,TRUE,null,12,24,24,,null,24
Nonprofit,Association of American Medical Colleges,Washington,DC,USA,38.9071923,-77.0368707,4,6,4,-5,4,0,100,TRUE,null,TRUE,TRUE,3 ,25,25,,null,25
Pharmaceutical,Bristol-Myers Squibb Company,New York,New York,USA,40.7127753,-74.0059728,7,18,1,-5,4,67,78,TRUE,null,null,TRUE,3,25,75,4,3,25
Nonprofit,KaBOOM!,Washington,DC,USA,38.9071923,-77.0368707,0,12,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,,25,25,,null,25
Nonprofit,ASPCA,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,4,75,75,TRUE,null,null,FALSE,,25,25,,null,25
Industrial,Association of Equipment Manufacturers,Milwaukee,Wisconson,USA,43.0389025,-87.9064736,12,-5,-5,-5,4,100,50,FALSE,null,TRUE,TRUE,4,25,25,,null,25
Nonprofit,Financial Industry Regulatory Authority,Washington,DC,USA,38.9071923,-77.0368707,13,-5,13,-5,4,100,100,null,null,null,null,,25,25,,null,25
Financial Services,OppenheimerFunds,New York,New York,USA,40.7127753,-74.0059728,13,-5,5,-5,4,100,100,null,null,null,null,,25,75,4,3,100
Industrial,The Gettys Group,Chicago,Illinois,USA,41.8781136,-87.6297982,0,6,-5,-5,4,0,100,null,null,null,null,,25,25,,null,25
Nonprofit,The Pew Charitable Trusts,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,6,6,-5,-5,4,100,100,null,null,null,null,,25,25,,null,25
Nonprofit,One Acre Fund,Kakamega,,Kenya,0.2827307,34.7518631,12,-5,-5,-5,4,100,100,null,null,TRUE,null,12,25,25,,null,25
Nonprofit,Brookings Institution,Washington,DC,USA,38.9071923,-77.0368707,4,-5,4,-5,4,100,100,null,null,null,null,5,25,25,,null,25
Industrial,Rust-Oleum Corporation,Vernon Hills,Illinois,USA,42.2393323,-87.9653565,8,-5,-5,-5,4,0,100,null,null,TRUE,TRUE,8,25,25,,null,25
Nonprofit,YWCA,Washington,DC,USA,38.9071923,-77.0368707,0,6,-5,-5,4,100,100,null,null,null,null,,25,25,,null,25
Nonprofit,American Medical Association,Chicago,Illinois,USA,41.8781136,-87.6297982,-5,12,-5,-5,4,0,100,null,null,TRUE,TRUE,2,25,25,,null,25
Nonprofit,Doctors Without Borders,Geneva,,Switzerland,46.2043907,6.1431577,18,-5,18,-5,4,100,100,null,null,null,null,4 ,25,25,4,3,50
Industrial,CannonDesign,Grand Island,New York,USA,43.0216283,-78.9657302,3,9,-5,-5,4,100,100,null,null,null,null,,25,25,,null,25
Nonprofit,The Aspen Institute,Washington,DC,USA,38.9071923,-77.0368707,5,9,2,-5,4,100,50,null,null,TRUE,TRUE,,25,25,,null,25
Advertising and Creative Services,Epsilon,Irving,Texas,USA,32.8140177,-96.9488945,9,3,-5,-5,4,60,60,null,null,null,null,,25,50,5,3,25
Industrial,Humanscale,New York,New York,USA,40.7127753,-74.0059728,6,9,-5,-5,4,0,100,null,null,TRUE,TRUE,,25,25,,null,25
Nonprofit,Nature Conservancy,Arlington,Virginia,USA,38.8816208,-77.0909809,10,6,2,-5,4,100,100,null,FALSE,null,null,,25,25,,null,25
Nonprofit,Feeding America,Chicago,Illinois,USA,41.8781136,-87.6297982,12,4,-5,-5,4,100,100,TRUE,null,null,FALSE,,25,25,,null,25
Government,Army Civilian Service,Arlington,Virginia,USA,38.8816208,-77.0909809,-5,12,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,12,26,26,,null,26
Government,Army (British),Andover,,United Kingdom,51.2111975,-1.4919233,39,13,2,-5,4,50,100,TRUE,null,null,null,,26,26,,null,26
Government,Federal Trade Commission,Washington,DC,USA,38.9071923,-77.0368707,0,12,-5,-5,4,100,100,null,null,TRUE,null,,26,26,,null,26
Government,"Spotsylvania County, Virginia",Spotsylvania,Virginia,USA,38.204165,-77.6077865,0,12,0,12,4,0,100,null,FALSE,null,#VALUE!,5 ,26,26,,null,26
Business Services,AP Staffing,Boston,Massachusetts,USA,42.3600825,-71.0588801,6,6,-5,-5,4,100,100,TRUE,TRUE,TRUE,TRUE,,26,26,,null,26
Retail,Adidas,Herzogenaurach,,Germany,49.5682987,10.8828577,12,12,2,2,4,,,TRUE,null,null,TRUE,,27,27,,null,27
Retail,Billabong,Queensland,,Australia,-20.9175738,142.7027956,0,14,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,,27,27,,null,27
Transportation,Amtrak,Washington,DC,USA,38.9071923,-77.0368707,-5,12,-5,-5,4,50,50,TRUE,null,TRUE,TRUE,2,27,27,,null,27
Transportation,Union Pacific Corporation,Omaha,Nebraska,USA,41.2523634,-95.9979883,6,12,-5,-5,4,100,100,null,null,null,null,,27,27,,null,27
Retail,Elie Tahari,New York,New York,USA,40.7127753,-74.0059728,0,12,-5,-5,4,100,100,null,null,null,TRUE,,27,27,,null,27
Transportation,"Avis Budget Group, Inc.",Portland,Oregon,USA,45.5230622,-122.6764815,-5,12,-5,-5,4,100,100,null,null,null,null,2,27,27,,null,27
Retail,Forever 21,Los Angeles,California,USA,34.0522342,-118.2436849,12,6,-5,-5,4,100,100,null,null,null,null,,27,27,,null,27
Retail,Wegmans Food Market,Rochester,New York,USA,43.16103,-77.6109219,-5,12,0,-5,4,100,100,null,FALSE,null,#VALUE!,1 ,27,27,,null,27
Retail,Hayneedle,Omaha,Nebraska,USA,41.2523634,-95.9979883,6,6,-5,-5,4,100,100,null,null,null,null,,27,27,,null,27
Retail,New Balance,Boston,Massachusetts,USA,42.3600825,-71.0588801,8,4,-5,-5,4,50,50,null,null,null,null,,27,27,,null,27
Natural Resources,SunEdison,Maryland Heights,Missouri,USA,38.7131073,-90.4298401,16,-5,-5,-5,4,100,100,TRUE,null,TRUE,TRUE,3,28,28,,null,28
Natural Resources,Cornerstone Chemical Company,Waggaman,Louisiana,USA,29.9185388,-90.2109093,10,2,-5,-5,4,100,100,TRUE,null,null,TRUE,,28,28,,null,28
Natural Resources,Consolidated Edison Inc.,New York,New York,USA,40.7127753,-74.0059728,12,-5,-5,2,4,100,100,null,null,null,null,2,28,28,,null,28
Public Relations,Ogilvy PR,New York,New York,USA,40.7127753,-74.0059728,6,6,-5,-5,4,100,33,TRUE,null,null,TRUE,,29,29,,null,29
Public Relations,Burson-Marsteller,New York,New York,USA,40.7127753,-74.0059728,6,-5,-5,-5,4,100,100,null,null,TRUE,TRUE,2,29,29,,null,29
Public Relations,BPCM,New York,New York,USA,40.7127753,-74.0059728,12,6,-5,-5,4,100,100,null,null,null,FALSE,,29,29,,null,29
Legal Services,Steptoe & Johnson PLLC,Washington,DC,USA,38.9071923,-77.0368707,12,-5,-5,-5,4,0,100,null,null,null,null,12,32,32,,null,32
Legal Services,Thompson Coburn,St Louis,Missouri,USA,38.6270025,-90.1994042,12,-5,-5,-5,4,100,100,null,null,null,null,12,32,32,,null,32
Legal Services,BakerHostetler LLP,Cleveland,Ohio,USA,41.49932,-81.6943605,18,6,-5,-5,4,100,100,null,null,null,null,,32,32,,null,32
Legal Services,"Orrick, Herrington & Sutcliffe LLP",San Francisco,California,USA,37.7749295,-122.4194155,23,12,4,36,4,0,50,null,null,null,TRUE,,32,32,,null,32
Legal Services,Blank Rome LLP,Philadelphia,Pennsylvania,USA,39.9525839,-75.1652215,16,4,6,-5,4,100,100,null,FALSE,null,null,,32,32,,null,32
Advertising and Creative Services,KBS+P,New York,New York,USA,40.7127753,-74.0059728,12,12,-5,-5,4,100,50,TRUE,null,TRUE,TRUE,,33,33,4,3,33
Government,United States Department Of Agriculture,Washington,DC,USA,38.9071923,-77.0368707,0,12,-5,-5,4,60,60,TRUE,null,TRUE,TRUE,,33,67,4,3,33
Automotive,FCA US LLC,Auburn Hills,Michigan,USA,42.6875323,-83.2341028,7,-5,-5,-5,4,0,100,null,null,null,null,3,33,33,,null,33
Government,International Monetary Fund,Washington,DC,USA,38.9071923,-77.0368707,12,-5,8,-5,4,33,100,null,null,null,TRUE,,33,67,3,3,67
Colleges & Universities,American University,Washington,DC,USA,38.9071923,-77.0368707,6,6,-5,-5,4,67,100,null,null,null,null,,33,100,5,3,67
Automotive,Toyota,Aichi,Japan,USA,35.2879604,136.8670677,-5,12,-5,-5,4,75,50,null,null,null,null,12,33,67,2,3,33
Technology,Expedia Inc.,Bellevue,Washington,USA,47.6101497,-122.2015159,12,6,-5,-5,4,67,71,null,null,null,null,,33,33,3,4,67
Industrial,Rockwell Automation,Milwaukee,Wisconsin,USA,43.0389025,-87.9064736,6,6,-5,-5,4,100,100,null,null,null,null,,33,100,4,3,33
Pharmaceutical,Pharmaceutical Product Development,Wilmington,North Carolina,USA,34.2257255,-77.9447102,6,-5,-5,-5,4,100,67,null,null,null,null,3,33,33,4,3,33
